Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
5362-22-0,São Paulo,"[814854144, 814851404, 814847574, 814844674, 8050223992, 814843378, 3899156190, 5848416045, 813220817, 1015373357, 7292170525, 812656230, 813205454, 813199127, 812656446, 5275489616, 810654434, 5284997127, 549664366, 2288330496, 548739370, 29972823, 538613318, 539927537, 534922407, 534744392, 534465244, 534422082, 534413026, 534004128, 2576498052, 2070874963, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091]"
5362-23-0,São Paulo,"[821345249, 821345357, 821345375, 817752944, 817760951, 817760716, 814858767, 814847574, 814844674, 8050223992, 814843378, 3899156190, 5848416045, 813220817, 1015373357, 7292170525, 812656230, 813205454, 813199127, 812656446, 5275489616, 810654434, 5284997127, 549664366, 2288330496, 548739370, 29972823, 538613318, 539927537, 534922407, 534744392, 534465244, 534422082, 534413026, 534004128, 2576498052, 2070874963, 2495530400, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 301868176, 301190083, 2614771380, 302284690, 3354417144, 301868078, 305663917, 302731514, 305664255, 3265696025, 307003835, 307003597, 307003859, 1379358578, 307003609, 1379358597, 307801374, 1360432384, 2495530401, 2495530401, 2070874963, 534003634, 534004128, 534413026, 534422726, 534465244, 534744392, 5013134409, 539927537, 538613318, 29972324, 548739370, 2288328649, 558998020, 6291439779, 810074294, 2288075237, 5278517091, 812656334, 5182180063, 7292170522, 1015373357, 4708762022, 4708749267, 8050218543, 8050223992, 814844674, 814851026, 814858767, 817760716, 817760716, 3861017196, 817752944, 821345481, 821345679, 821345375, 821345357, 821345249]"
5370-10-0,São Paulo,"[5645100903, 1038236403, 1038236403, 7317157856, 810782365, 2513876240, 2513876168, 7126931065, 810716124, 555526416, 1907115744, 2513875718, 2513875637, 5242041439, 538133585, 1517708204, 6506731106, 8699466924, 6506710064, 6506730850, 6506730855, 6506730922, 534374065, 8702356640, 532671577, 2557558233, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641282, 3278570088]"
5370-10-1,São Paulo,"[3278570088, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 307003835, 307003597, 307003859, 3285104095, 307003609, 1379358597, 307801374, 1360432384, 532654307, 532664709, 704692426, 8702368259, 6506710011, 6506730918, 6506730922, 5019042919, 5019042919, 6506710021, 8699426045, 8707036565, 5000965996, 4107799031, 1907115719, 548739370, 2288328649, 5261380537, 810716124, 559551280, 2513876178, 2513876240, 810782147, 2585568762, 1045096617, 5303273342, 5645100903]"
5370-21-0,São Paulo,"[5645100903, 1038236403, 1038236403, 7317157856, 2513876240, 2513876168, 7126931065, 810716124, 555526416, 1907115744, 2513875718, 2513875637, 5242041439, 538133585, 1517708204, 6506731106, 8699466924, 6506710064, 6506730850, 6506730855, 6506730922, 534374065, 8702356640, 532671577, 2557558233, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 6359652264, 142833093]"
5370-21-1,São Paulo,"[142833093, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 307003835, 307003597, 307003859, 3285104095, 307003609, 1379358597, 307801374, 1360432384, 532654307, 532664709, 704692426, 8702368259, 6506710011, 6506730918, 6506730922, 5019042919, 5019042919, 6506710021, 8699426045, 8707036565, 5000965996, 4107799031, 1907115719, 548739370, 2288328649, 5261380537, 810716124, 559551280, 2513876178, 2513876240, 810782147, 2585568762, 1045096617, 5303273342, 6283318160, 5645100903]"
5391-10-0,São Paulo,"[8009438622, 2617246371, 3270471903, 727156274, 2617246258, 3298426603, 3298994874, 3298426607, 2556199348, 2308896829, 2308885611, 3260308310, 2556199171, 2556199012, 2556199012, 2308809131, 8027196725, 3258117919, 3481634483, 3258117902, 3284111069, 2308808746, 8058953834, 2495530390, 309706808, 267287880, 307003868, 307003725, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641282, 3278570088]"
5391-10-1,São Paulo,"[3278570088, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 3384411676, 4269971555, 307005376, 307004856, 8932623370, 309706808, 5177394286, 2564246315, 2308808756, 3258117902, 3258117902, 3258117919, 8497995706, 2556199012, 2556199171, 3258201398, 3259863320, 29970892, 2308896829, 29970887, 29970805, 3298426607, 3298426603, 2556199477, 727167691, 2617246371, 2617246371, 8009438622]"
5391-21-0,São Paulo,"[3284111069, 3583572205, 3583572205, 3583572205, 3284111069, 2308808746, 2495530390, 309706808, 267287880, 307003868, 307003725, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641282]"
5391-22-0,São Paulo,"[142842351, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 3384411676, 4269971555, 307005376, 307004856, 8932623370, 309706808, 5177394286, 2564246315, 2308808756, 3258117902, 3258117919, 8497995706, 2556199012, 2556199171, 3258201398, 3259863320, 29970892, 2308896829, 29970887, 29970805, 3298426607, 3298426603, 2556199477, 727167691, 2617246371, 2617246371]"
546A-10-0,São Paulo,"[1388194196, 1388194220, 3999634003, 8709923423, 7839592386, 7865084214, 1388193245, 3999634015, 1390362706, 3999634017, 1390362291, 440437671, 4000799039, 440460641, 440437742, 8490264858, 440437734, 442351479, 5351845305, 1368140424, 1368140391, 1368140037, 1368141657, 1368142217, 4722925282, 4722925282, 1368142344, 254022229, 308237382, 2521325733, 1914449461, 308237353, 1360432700, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 307003604, 307801429, 307003904]"
546A-10-1,São Paulo,"[307003904, 307003904, 307003877, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279231, 1914424734, 1914457530, 254022217, 2571387975, 2517400167, 308237412, 1360433236, 1368142344, 1368142158, 1368141381, 1368141293, 1368141293, 1368140546, 1368140386, 6346270019, 2427423662, 7983856159, 7824862909, 1368141893, 440437653, 8710396271, 7842207933, 1390362592, 1388193245, 7865084214, 7839592386, 7865084214, 8710041419, 3999633974, 1388194219, 1388194220, 1388194196]"
546A-31-0,São Paulo,"[1388194196, 1388194220, 3999634003, 8709923423, 7839592386, 7865084214, 1388193245, 3999634015, 1390362706, 3999634017, 1390362291, 440437671, 4000799039, 440460641, 1368141538, 8710396267, 1368142661, 7823080999, 1368143202, 1368142949, 1368142344, 254022229, 308237382, 2521325733, 1914449461, 308237353, 1360432700, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 307003604, 307801429, 307801429]"
546A-31-1,São Paulo,"[307801429, 307003904, 307003877, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279231, 1914424734, 1914457530, 254022217, 2571387975, 2517400167, 308237412, 1360433236, 1368142344, 1368142949, 1368143338, 1368142645, 440437631, 1368141453, 1368141893, 440437653, 8710396271, 7842207933, 1390362592, 1388193245, 7865084214, 7839592386, 1388193707, 3999634004, 3999633974, 1388194219, 1388194220]"
546J-10-0,São Paulo,"[7983931977, 442351543, 7984436904, 440437687, 1368140977, 1368141698, 440437742, 8490264858, 440437734, 7824964155, 7824824893, 1368138037, 1368137607, 1368136860, 1368136053, 440437774, 1368135162, 1112163425, 1112164819, 1368134919, 440460671, 1112163850, 1280918699, 253873598, 440461057, 1280918757, 2586711229, 2586711199, 315138111, 976014723, 1360432755, 1360432791, 1360432700, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 307003604, 307801429, 307003904, 307004010]"
546J-10-1,São Paulo,"[307004010, 307003877, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279231, 1360432791, 1360432754, 611822488, 1280918804, 1280918697, 1280918810, 1112162852, 440460671, 1112163524, 1368135162, 440437774, 1368136053, 1368136860, 1368137607, 440437758, 7824817281, 7983856159, 7824862909, 1368141893, 1368141698, 1368140380, 1368139859, 1368139420, 7983931978, 7983931977]"
546J-31-0,São Paulo,"[7983931977, 442351543, 7984436904, 440437687, 1368140977, 1368141698, 440437742, 8490264858, 440437734, 7824964155, 7824824893, 1368138037, 1368137607, 1368136860, 1368136053, 440437774, 1368135162, 1112163425, 1112164819, 1368134919, 440460671, 1112163850, 1280918699, 253873598, 1107057541, 1278963207, 308237731, 308237608, 308247191, 308247191, 308237458, 1360432310, 1360432233, 307003604, 307801429, 307003904, 307004010]"
546J-31-1,São Paulo,"[307004010, 307003877, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 315137960, 671651302, 308237608, 1278963190, 1107057541, 440460664, 1112162852, 440460671, 1112163524, 1368135162, 440437774, 1368136053, 1368136860, 1368137607, 440437758, 7824817281, 7983856159, 7824862909, 1368141893, 1368141698, 1368140380, 1368139859, 1368139420, 7983931978, 7983931977]"
546L-10-0,São Paulo,"[1378083901, 1378083833, 1378083576, 1378083327, 1378083299, 1378083337, 1378083401, 1089239184, 1354793888, 1378083507, 1354794541, 442351571, 1368136246, 1354793720, 1368135362, 440437617, 1112163425, 1112164819, 1368134919, 440460671, 1112163850, 1280918699, 253873598, 1107057541, 1278963207, 1278963203, 315138111, 976014723, 1360432755, 1360432791, 1360432806, 3259784502, 3259784501, 1360432904, 2588090224, 1360432693, 1117699610, 1117699153, 25715702, 3259820281, 307005062, 2367194797, 4324792363]"
546L-10-1,São Paulo,"[4324792363, 307004735, 2557001435, 307004856, 1360432362, 3274784237, 25715702, 1360432522, 1117699579, 1117699210, 1117699153, 1117699610, 1360432693, 2588090216, 1360432904, 3259784501, 1360432806, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 1278963190, 1107057541, 440460664, 1112162852, 440460671, 1112163524, 2427423612, 1368135362, 1368135697, 1368136246, 253873782, 1089239071, 1089239094, 253874033, 253874033, 1354794646, 1089239052, 1089239067, 1378083294, 1256667544, 1378083819, 1378083882, 1378083901]"
546T-10-0,São Paulo,"[3353792623, 1394384919, 1394385106, 1394384856, 1394384903, 1394384959, 1394384829, 1394384761, 1390362536, 1390362580, 1390362504, 1390362291, 440437671, 4000799039, 440460641, 1368141538, 8710396267, 1368142661, 7823080999, 1368143202, 1368142949, 1368142344, 254022229, 308237382, 2521325733, 1914449461, 308237353, 1360432700, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 307003604, 307003953, 307005324, 3305946951]"
546T-10-1,São Paulo,"[3305946951, 2564867479, 307003868, 307003859, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279231, 1914424734, 1914457530, 254022217, 2571387975, 2517400167, 308237412, 1360433236, 1368142344, 1368142949, 1368143338, 1368142645, 440437631, 1368141453, 1368141893, 440437653, 8710396271, 7842207933, 3999634018, 1390362536, 1394384751, 1394384856, 1394385076, 3353792623]"
5611-10-0,São Paulo,"[1396567728, 1396549990, 1396549990, 1396550061, 1396549929, 1396549824, 1394385514, 1394385377, 7976372113, 4180950310, 1390362933, 1390362504, 1390362291, 440437671, 4000799039, 440460641, 1368141538, 8710396267, 1368142661, 7823080999, 1368143202, 1368142949, 1368142344, 254022229, 308237382, 2521325733, 1914449461, 308237353, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 2323782354]"
5614-10-1,São Paulo,"[60641028, 60641086, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 9454344301, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 5045218784, 3316770232, 1278963203, 315138111, 7288606191, 611817024, 2517400109, 2517400110, 7825088743, 611816899, 611822895, 1368140350, 254022229, 1360433236, 1368142344, 1368142949, 1368143338, 1368142645, 440437631, 1368141453, 1368141893, 440437653, 8710396271, 7842207933, 3999634018, 1390362536, 1394384403, 1378085355, 1394384386, 1394384373, 3353792634, 1396567025, 1396549576, 8707540836, 1395428631, 1396567728]"
5630-10-0,São Paulo,"[810656497, 549664366, 2288330496, 2513875718, 2513875637, 5242041439, 538133585, 1517708204, 2122614397, 5230378540, 5169445205, 1112162963, 3259784501, 1360432806, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 60641052, 4240268306, 8890725858, 3495827064, 445042975, 445042812]"
5630-10-1,São Paulo,"[445043385, 445043283, 4307569903, 4338378992, 6564989830, 445042757, 248110872, 3345691430, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 9454344301, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 5045218784, 3316770232, 1278963203, 315138111, 976014723, 1360432755, 1360432791, 1360432806, 3259784502, 3259784501, 1112163572, 8005470022, 5169445205, 534690664, 534753066, 2023120977, 5000965996, 4107799031, 1907115719, 548739370, 2288328649, 558998020, 6291439779]"
5630-21-0,São Paulo,"[539927859, 538133585, 1517708204, 2122614397, 5230378540, 5169445205, 1112162963, 3259784501, 1360432806, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641257]"
5630-21-1,São Paulo,"[60641257, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 9454344301, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 5045218784, 3316770232, 1278963203, 315138111, 976014723, 1360432755, 1360432791, 1360432806, 3259784502, 3259784501, 1112163572, 8005470022, 5169445205, 534690664, 534753066, 2023120977, 5000965996, 1517889180, 539934375, 539927859]"
