Linha de ônibus,Cidade,Lista de pontos de paradas sequenciais
5142-10-1,São Paulo,"[60685975, 1420146737, 5407688434, 2435474915, 871721095, 4293878826, 4293911305, 3824975757, 466919189, 445044063, 445044727, 9562607967, 466929787, 1448487436, 7991984246, 1938712074, 1938712090, 1448473289, 7288828244, 409500734, 409500733, 409500732, 1439843012, 1990934606, 1965962859, 470008298, 2378322840, 2292717564, 4525216540, 4525250637, 1038746262, 1038746278, 1038746278, 1265860390, 850377284, 850377302, 850377356, 1049485220, 1049485070, 1277760978, 1277760460, 1277761445, 1037938749, 1042023915, 1048879448, 1276609634, 1037938768, 1274825180, 1274825169, 1048879428, 1047000265, 1047000254, 1273791823, 1273791234, 2596068757, 1273790874, 1273791137, 1273791213, 1273989896, 4395606796, 1273989724, 1273990068, 1274824759, 1269973944, 1269974403, 1269974187, 1269974598, 1269974252, 4768847329, 1269974613, 1269974066, 1269973847, 1265651704]"
5143-10-0,São Paulo,"[1265651743, 1040335387, 1099023020, 8773901161, 4943316092, 7285219144, 1040187404, 8754106206, 1040007457, 1040000440, 1095945233, 1049895349, 1056975079, 1049404266, 1077020520, 1984378149, 1049675127, 1041528185, 8774020108, 1265860385, 1265860515, 1265860515, 1265860708, 1041041198, 1041133072, 445252697, 252018921, 470008674, 25870140, 661560784, 661560784, 1934482816, 409500676, 1417111799, 445062161, 5476745350, 418517423, 445042748, 25870857, 445042749, 445042752, 25871539, 396034445, 445043476, 151239889, 6564989830, 25872212]"
5143-10-1,São Paulo,"[25872212, 1420146737, 445043469, 445043476, 1420074026, 445042752, 7992134624, 4617469258, 418517410, 445062161, 466929713, 409500680, 409500681, 4619609841, 1934482816, 661560784, 1417111790, 25870223, 2378322840, 4549582648, 4525216540, 4525250637, 1038746262, 1265860515, 3357170400, 1041528184, 6096164180, 8793286035, 1049675133, 1984378149, 1077024299, 1077020518, 1049404266, 1049895356, 1040046144, 1042023864, 7725214961, 1048879445, 1040187344, 1040187344, 1276603833, 1276603755, 1273791802, 1047000252, 1273790886, 7364366702, 1265651743]"
5143-31-0,São Paulo,"[1269973934, 1040335387, 1099023020, 8773901161, 4943316092, 7285219144, 1040187404, 8754106206, 1040007457, 1040000440, 1095945233, 1049895349, 1056975079, 1049404266, 1077020520, 1984378149, 1049675127, 1041528185, 8774020108, 1265860385, 1265860515, 1265860515, 1265860708, 1041041198, 1041133072, 445252697, 470008674, 25870140, 445062300, 445062299, 445044804, 445044804, 1417145825, 2856152381, 445042910, 4307595904, 445042923, 458788030, 151239889, 6564989830]"
5144-10-0,São Paulo,"[1265651704, 1040335387, 1099023020, 8773901161, 1273790872, 1107149116, 1040335041, 1276603777, 1095937804, 1040187448, 1095937937, 1036654818, 1095937967, 7279837819, 1096547053, 340185241, 1095937952, 1095786179, 663049601, 6925025746, 4936350303, 4551622063, 1079949908, 1079949713, 1079203233, 688022013, 663895122, 667546021, 667546019, 855306697, 855306693, 910203167, 1759750049, 688021961, 3420025725, 3419918428, 458460242, 1420259069, 458460325, 458457635, 7846858112, 462001983, 2813618056, 462002032, 437498910, 437498879, 1418279661, 462002039, 155427367, 2389076324, 155430739, 155430739, 155430133, 434003210, 619194405, 155430745, 437564234, 437564753, 3428900079, 5315619065, 461879276, 452091575, 60734250, 60734245, 5497521741, 171968214, 2172738447, 929571146, 457039438, 64075373, 457039575, 457039575]"
5144-10-1,São Paulo,"[457039575, 64095064, 457039575, 457039488, 929571260, 60734133, 9169818556, 5497521741, 60734246, 1068077341, 457055121, 457055125, 437564554, 437564553, 437564551, 437564448, 437564460, 5124579531, 155430743, 155430741, 461895270, 4307693069, 2455758023, 2389076311, 155427366, 638425958, 462003809, 462004673, 437498595, 155426641, 1420176534, 458460325, 458457671, 458460267, 688021992, 4919952612, 688021950, 1759750049, 910203167, 855306697, 667546020, 663895123, 1079203925, 1079202538, 8762650366, 5907590012, 688021929, 923645222, 1095134713, 8766092137, 1095786064, 1095786179, 1095786276, 340185239, 1096547243, 7279837820, 1095938095, 1069837660, 1039927845, 1040187360, 1069859295, 8773964282, 1273790872, 8773901171, 1273790886, 7364366702, 1265651704]"
5145-10-0,São Paulo,"[1265651704, 1265651743, 1265651778, 1099022823, 1099023072, 1099022740, 1099022857, 1099023055, 7285470783, 667223931, 663470858, 663895360, 663301464, 2445726712, 663470874, 663863591, 663049657, 1096517731, 934864032, 4934171192, 934863984, 4934145376, 1084835232, 1081500570, 934867585, 4681803009, 1095785824, 6925025746, 4936350303, 4551622063, 1079949908, 1079949713, 1079203233, 688022013, 663895122, 667546021, 667546019, 340185209, 910203371, 340185198, 470094077, 1265860440, 470091259, 333731847, 470086828, 470086826, 2395110397, 6321320927, 1439843023, 409500730, 409500712, 409500715, 1439849956, 443455492, 466929625, 1938712178, 445043651, 445043644, 298937383, 445044729, 418517426, 3035352760, 1938339290, 4293878826, 176021768, 176017405, 246650787, 60641341, 60641326, 598668807, 2451555636, 60641444]"
5145-10-1,São Paulo,"[60641444, 60641438, 246650787, 60641341, 60641326, 598668807, 2451555636, 60641438, 172004065, 445044137, 3824975757, 466919189, 445044063, 445044727, 9562607967, 466929787, 1448487436, 7991984246, 1938712074, 1938712090, 1448473289, 7288828244, 409500722, 409500718, 409500758, 409500777, 1990934606, 1965962859, 470008298, 2378322840, 601487136, 1819619973, 437088946, 2451166023, 335958095, 6785985984, 2451166006, 470094077, 910203151, 855306739, 667546020, 663895123, 1079203925, 1079202538, 8762650366, 5907590012, 688021929, 923645222, 1095134713, 8766092137, 1095785824, 1080903175, 663049628, 1084835356, 934867619, 934863978, 4934171202, 934864032, 663049649, 6172836602, 663863591, 663301463, 663863800, 1099023001, 667223932, 1099022798, 1099022715, 1099022950, 1096914041, 1099022992, 1265651778, 1099023131, 1265651704]"
514T-10-0,São Paulo,"[409500993, 415513166, 409500984, 747578367, 413363692, 413363948, 413363951, 413363849, 413363846, 409500828, 409500814, 409500788, 409500763, 409500751, 409500735, 409500733, 409500732, 1439843012, 1990934606, 1965962859, 470008298, 2378322840, 2292717564, 4525216540, 4525250637, 1038746262, 512564110, 512564115, 792632658, 512564098, 356234136, 335966083, 667546001, 705424585, 1096547295, 1984378164, 1096547168, 923645194, 2365097787, 1049039560, 3901559390, 1095786276, 340185239, 1096547243, 7279837820, 1095937743, 1095786278, 1095786097, 1095786101, 1095786258, 1095786075, 1084835356, 934867619, 934863978, 1069859162, 1069859162, 1069859192, 1069859192, 1095938030, 1095937885, 1071620162, 1069878031, 7280434656, 1096518621, 1107116614, 667223906, 1099023001, 667223932, 662714029, 663002462, 4983960320]"
514T-10-1,São Paulo,"[4983960320, 667223931, 663470858, 667223905, 1096517949, 1107116614, 1096518059, 1096518059, 1096518621, 4985905931, 1069878028, 4939306708, 1095937885, 1095938030, 934863984, 4934145376, 1084835232, 1081500570, 1095786016, 1095786323, 1095785842, 1095786287, 1096547053, 1095937743, 1096547053, 340185241, 1095937952, 1049039567, 1049039561, 2365097787, 923645194, 1096547074, 335964727, 1984378134, 667546005, 335964712, 356234136, 512564088, 792632658, 512564119, 1265860789, 1265860780, 1041041198, 1041133072, 445252697, 2450025107, 437088946, 2451166023, 2451166023, 2395110397, 6321320927, 1439843023, 409500730, 409500712, 409500715, 413363423, 413363307, 413363565, 413363847, 413363953, 413363845, 415141355, 413363626, 413363673, 413363753, 415513166, 415513166, 415513171, 415513171, 415513171, 415513171, 409500993]"
5154-10-0,São Paulo,"[4324792363, 2564867479, 307004014, 307003725, 261964825, 301868176, 302564105, 302563660, 177371928, 177371927, 3899192424, 248231290, 25641572, 4246898827, 1107272621, 307801765, 301650749, 301650749, 301599612, 301599631, 1111668956, 301599659, 299774426, 299774429, 301867992, 304693556, 304693429, 304693514, 5080376204, 298290880, 298291789, 2583653802, 304465121, 6359652264, 142777332, 28800788, 3315170396, 303859169, 142808164, 1393378087, 303857363, 2397319383, 142808170, 142808171, 1833396362, 172016421, 4231075077, 865280536, 2453626790, 60641086, 60685894, 60685693, 60685733, 2395197773, 64095126, 457039575, 457039575]"
5154-10-1,São Paulo,"[457039575, 64095064, 457039575, 4211359973, 2457482489, 60734133, 5362445659, 2021790380, 60685859, 60685853, 7309048242, 3345691430, 395763941, 455606932, 395763951, 4561913702, 4231075077, 457593256, 1833396362, 142808171, 142808169, 142799353, 303857363, 1393378086, 142808165, 142808163, 4167937343, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693602, 304693627, 304693636, 304693591, 1424656793, 299774497, 300063859, 301599660, 4942611613, 5045508621, 301599628, 301599632, 301650617, 301650766, 7291513993, 1111668991, 1107272599, 1107272599, 1379439590, 5372175483, 248231047, 302563881, 5837199392, 2380738892, 302564653, 3265696025, 3384411676, 4269971555, 307004647, 1676080206, 307004667, 4969026022, 3305946951, 4324792363]"
5164-10-0,São Paulo,"[254019071, 4362290115, 4362285805, 1108067237, 6601567703, 254015024, 254015012, 254015021, 253986569, 253871554, 1107009980, 1108067343, 1108067803, 1108412532, 1108067857, 7288072479, 5998568354, 2273324664, 2538318443, 1108068570, 1108068570, 248042125, 3285994132, 248045180, 1327926626, 2396880345, 1327926889, 1327927210, 660766751, 4369337343, 431339638, 431359341, 246651697, 411322144, 467923960, 410246888, 410250058, 389747505, 431359360, 254190018, 467872374, 246651712, 4279348727, 4279348733, 476453481, 370799557, 477234177, 315793791, 6359652264, 1393378436, 142833320, 1393379207, 315793559, 477234176, 476453482, 315793562, 3260308320, 315793572, 1397984293, 2466086489, 254190024, 389461961, 1397984878, 28991264, 1397985505, 410248079, 389747791, 411322144, 1397985986, 1397986117, 142778762, 431359228, 254200850, 29777017, 1327926626, 248042117, 6581975881, 3287818274, 248041696, 248042130, 1110147137, 7285613074, 1108067441, 1107347491, 1108067347, 507105413, 2587755654, 254184101, 253986569, 4362290114, 254019071]"
5164-21-0,São Paulo,"[248041427, 1108068570, 5810663915, 3900024794, 8504637595, 1107347421, 1107347509, 1107347438, 1107347409, 248046532, 1107347472, 248047400, 248046067, 7299430075, 6580879074, 3285994132, 248045180, 1327926626, 2396880345, 1327926889, 1327927210, 431359341, 246651697, 411322144, 467923960, 410246888, 410250058, 389747505, 431359360, 254190018, 467872374, 246651712, 4279348727, 4279348733, 476453481, 370799557, 477234177, 315793791, 6359652264, 142777332, 28800788, 3315170396, 4167937343, 3317179769, 3317179765, 1393378491, 142833320, 1393379207, 315793559, 477234176, 476453482, 315793562, 3260308320, 315793572, 1397984293, 2466086489, 254190024, 389461961, 1397984878, 28991264, 1397985505, 410248079, 389747791, 411322144, 1397985986, 29777017, 1327926626, 248042117, 6581975881, 3287818274, 6580879074, 1107347435, 1107347601, 1108067465, 3285994123, 248046531, 1107347624, 1107347438, 1107347590, 1107347421, 248048016, 1108068016, 248047421, 248042130, 7986690770, 248048941, 248048941, 248048735, 248041427]"
5164-41-0,São Paulo,"[248041427, 1108068570, 5810663915, 3900024794, 8504637595, 1107347421, 1107347509, 1107347438, 1107347409, 248046532, 1107347472, 248047400, 248046067, 7299430075, 6580879074, 3285994132, 248044090, 248043583, 247906466, 2477738252, 247907491, 247906909, 8726435776, 6582663381, 247908454, 913883214, 247909907, 660771482, 1327926529, 660771478, 660771477, 660771585, 660771584, 660771568, 660771579, 1327926941, 660771594, 660771598, 248041922, 2396880345, 660766841, 1111784007, 1111784175, 5996058018, 660771581, 660771568, 660771585, 660771473, 660771559, 247909792, 660771482, 247909907, 913883214, 247908606, 247908454, 247907491, 247906909, 632025783, 8726435776, 6582663381, 247906466, 247904368, 248042478, 248041696, 248042130, 7986690770, 248048941, 248048941, 248048735, 248041427]"
5175-10-0,São Paulo,"[1390363040, 1390363045, 1390362933, 1390362504, 1390362291, 440437671, 1378085268, 1378085095, 1378084373, 1378083994, 1378083786, 1378083726, 1378083576, 1378083327, 1378083299, 1378083337, 1378083401, 1089239184, 1354793888, 1378083507, 1354794541, 442351571, 1368136246, 1354793720, 1368135362, 440437617, 1112163425, 1112164819, 1368134919, 440460671, 1112163850, 1280918699, 253873598, 1107057541, 1278963207, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641252, 60641085]"
5175-10-1,São Paulo,"[60641085, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 1379509396, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 3259784494, 1278963190, 1107057541, 440460664, 1112162852, 440460671, 1112163524, 2427423612, 1368135362, 1368135697, 1368136246, 253873782, 1089239071, 1089239094, 253874033, 253874033, 1378083340, 1378083294, 1256667544, 8710035522, 1378083850, 1378084373, 1378084798, 1378085095, 1378085217, 7842207933, 3999634018, 1390362933, 1390363045, 1390362706, 1390363040]"
517J-10-0,São Paulo,"[1368140495, 1368140407, 1368139859, 1368139420, 7983931978, 1368138563, 442351543, 7984436904, 440437687, 1368140977, 1368141698, 440437653, 1368142704, 1368142410, 1378084487, 1368140615, 1368140501, 1368139697, 1378083713, 1378083581, 1354794541, 442351571, 1368136246, 1354793720, 1368135362, 440437617, 1112163425, 1112164819, 1368134919, 440460671, 1112163850, 1280918699, 253873598, 1107057541, 1278963207, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 305664853, 29692321, 1379509333, 6115581213, 8078137311, 664063905, 9170113817, 5497274158, 4247099148, 1107272621]"
517J-10-1,São Paulo,"[1107272694, 299610854, 3900024150, 299774305, 299774305, 4232007461, 9170113817, 302284797, 3354417144, 4742261730, 305664835, 305197152, 305197161, 305197189, 305664863, 1379509396, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 3259784494, 1278963190, 1107057541, 440460664, 1112162852, 440460671, 1112163524, 2427423612, 1368135362, 1368135697, 1368136246, 253873782, 1089239071, 1089239094, 1378083581, 1378083713, 1368139697, 1368140563, 1368140615, 1378084487, 1378084812, 1368142492, 440460641, 1368141698, 1368140380, 1368139859, 1368139420, 7983931978, 1368138563, 442351543, 7984436904, 440437687, 1368140495]"
5185-10-0,São Paulo,"[3583572205, 2308808746, 8058953834, 2495530390, 1117699508, 1360432273, 308237517, 308237519, 308237774, 305664884, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 6359652264, 142777332, 28800788, 3315170396, 303859169, 142808164, 1393378087, 303857363, 2397319383, 142808170, 142808171, 1833396362, 172016421, 4231075077, 865280536, 2453626790, 60641038, 60685384, 4509498149, 60685975]"
5185-10-1,São Paulo,"[60685975, 2396502011, 3757650387, 142808179, 176013188, 4561913702, 4231075077, 457593256, 1833396362, 142808171, 142808169, 142799353, 303857363, 1393378086, 142808165, 142808163, 4167937343, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 1379509396, 8954022640, 1106862585, 3893800869, 5045071035, 5045017739, 5045017739, 1360431897, 8915963583, 1360432010, 1360432010, 1379358589, 1360432273, 309706808, 5177394286, 2564246315, 2308808756, 3583572205]"
5194-10-0,São Paulo,"[3999633974, 3999634003, 8709923423, 7839592386, 7865084214, 1388193245, 3999634015, 1390363045, 1390362933, 1390362504, 1390362291, 440437671, 4000799039, 440460641, 440437742, 8490264858, 440437734, 7824964155, 7824824893, 1368138037, 1368137607, 1368136860, 1368136053, 1368136015, 1368136040, 1368137112, 1368137978, 440437854, 1368138982, 611816899, 611822895, 1368140350, 254022229, 308237382, 2521325733, 1914449461, 308237353, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 5045218783, 2587755755, 308237534, 1106862585, 1106861814, 5045230775, 26351937, 3287818284, 304960651, 4235715089, 1379439793, 431328341, 3359512164, 1393381231, 389461774, 386247339, 304465010, 315793791, 6359652264, 1393378436, 142833320, 1393379207, 315793559, 4024247137, 3270516969, 5046434087, 304465072, 1393381202, 3359537185, 3805865211, 298291635, 304960562, 305196622, 4035263048, 305197000, 3900024715, 9454344301, 8954022640, 1106862585, 5045216077, 6363838923, 26352143, 5045218784, 3316770232, 1278963203, 1280918836, 3258712556, 1280918797, 308237704, 315138166, 1914424734, 1914457530, 254022217, 2571387975, 2517400167, 308237412, 7828249636, 1368140350, 611822895, 611816899, 1368138950, 440437854, 1368137978, 1368137673, 1368137673, 1368137112, 1368136040, 1368136053, 1368136860, 1368137607, 440437758, 7824817281, 7983856159, 7824862909, 1368141893, 440437653, 8710396271, 7842207933, 3999634018, 1390362933, 1390363045, 1388193245, 7865084214, 7839592386, 7865084214, 8710041419, 3999633974]"
519M-10-0,São Paulo,"[8955929993, 296191386, 296191254, 6097074666, 1271336935, 1269523327, 1269522479, 1265652056, 1269974336, 7352586948, 1040335387, 1099023020, 8773901161, 4943316092, 7285219144, 1276603755, 1273791802, 1273791582, 1274825557, 1274824470, 1274825180, 3901797809, 1048879448, 1267559309, 1042023924, 1037938747, 1037938743, 1277760090, 1037938736, 1037938734, 1049484825, 850377377, 850377370, 850377366, 1046792466, 1984378190, 1046783495, 1041528228, 1038746225, 1038760215, 1038746268, 2489402937, 1065620327, 2489402943, 674412971, 4559433909, 1265860705, 833537674, 1785438848, 8653822702, 1819619973, 437088946, 2451166023, 2451166023, 2395110397, 6321320927, 1439843023, 409500730, 409500712, 409500715, 413363423, 413363307, 413363605, 413363398, 411433296, 7288828244, 409500734, 409500734]"
519M-10-1,São Paulo,"[409500734, 409500722, 409500715, 413363423, 413363307, 413363565, 413363846, 409500828, 409500824, 409500822, 409500806, 409500779, 1990934606, 1965962859, 470008298, 601487210, 601487146, 661560825, 1785438848, 1785438995, 8677634809, 1265860617, 1265860566, 2489402964, 1065620327, 1041041311, 2489402967, 2453057235, 1046259693, 1046116851, 1046116934, 850377302, 850377356, 1049485220, 1049485070, 1277760978, 1277760460, 1277761445, 1037938749, 1042023915, 1048879448, 1276609634, 1037938768, 1274825180, 1274825169, 1273791802, 1047000252, 1273790886, 7364366702, 1269973979, 1040335142, 1040335345, 7292624089, 1256295346, 1269522830, 1269523832, 296950250, 296951857, 296191256, 8955929993]"
524L-10-0,São Paulo,"[1049877350, 1049895356, 1277760324, 1277760090, 1037938736, 1037938734, 1049484825, 850377377, 850377370, 850377366, 1046792466, 1984378190, 1046783495, 1041528228, 7959177544, 1038746287, 1038746280, 1038746278, 2378322735, 1038746244, 1038746245, 1038746262, 688021858, 340183019, 910202696, 910203150, 855306739, 667546018, 663895128, 663895137, 663895152, 174015243, 174012152, 135560281, 135560281, 4570943161, 2036415542, 444963409, 129959150, 175677964, 130009948, 130009937, 130009935, 129960395]"
524L-10-1,São Paulo,"[175676573, 130009935, 3325705334, 461134701, 453662239, 135566142, 129958531, 2385884580, 129958540, 138047547, 5994312468, 910203394, 3901480669, 3901480669, 688022022, 688022020, 4392912792, 340185209, 910203150, 910203231, 688021860, 1038746278, 1038746278, 1265860390, 850377284, 850377302, 850377356, 1049485220, 1049485070, 1277760978, 1277760460, 1277760324, 1277760276]"
524M-10-0,São Paulo,"[1269523280, 5888870563, 1269974203, 1269974198, 1269523417, 1269523394, 1269522961, 1040335345, 7292624089, 1265652056, 1269974336, 7352586948, 6973907027, 1265651743, 1265651778, 1099023014, 1265651760, 8796682265, 1099022799, 1099023013, 1099023055, 7285470783, 667223931, 663470858, 663895360, 663301464, 2445726712, 663470874, 663863591, 663049657, 1096517731, 934864032, 4934171192, 934863984, 1084835287, 1984378129, 4394274629, 1984378093, 667546454, 667546458, 667546476, 1080024818, 663895613, 2295109946, 792653029, 792651757, 155390829, 155391578, 155392149, 155392151]"
524M-10-1,São Paulo,"[155392157, 155392163, 1984335315, 792653025, 1984335331, 1080024894, 667546458, 667546454, 663895348, 1080024773, 934867560, 934864008, 1084835287, 934863978, 4934171202, 934864032, 663049649, 6172836602, 663863591, 663301463, 663863800, 1099023001, 667223932, 1099022798, 1099023078, 1099022686, 7279755613, 1099022851, 8796682265, 1099022744, 1099023014, 1099022992, 1265651778, 1099023131, 6973907027, 1269973979, 1040335142, 1269522961, 1269523305, 1269523894, 1269523766, 1269974408]"
527R-10-0,São Paulo,"[1354794351, 1354794772, 1354794217, 253875041, 1354794514, 253876268, 1354794753, 2619234465, 29691778, 1354794214, 253980326, 2269794225, 667673857, 1112163335, 1112163843, 1112162953, 1112164265, 1107057497, 1112163417, 1107057451, 1107039661, 1107039662, 1106524838, 1106524845, 26352143, 5045218784, 3316770232, 1278963203, 315138111, 976014723, 1360432755, 1360432791, 1360432700, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 1379358578, 307003609, 1379358597, 307801374, 307004824, 307005324, 4324792363]"
527R-10-1,São Paulo,"[4324792363, 2564867479, 307003868, 307003859, 1379358578, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279231, 1360432791, 1360432754, 611822488, 1280918718, 26352191, 5045218783, 1107009952, 1107057451, 1111409997, 1107057497, 1112164265, 1112163843, 1112163843, 1112162813, 667673863, 1112163123, 1112164730, 29691380, 253980326, 1111783862, 1112163155, 1354794627, 1354794319, 253876268, 253875039, 253875044]"
5300-10-0,São Paulo,"[3305946951, 2564867479, 307003868, 307003725, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 60641048, 60685384, 4509498149, 60685975]"
5300-10-1,São Paulo,"[60685975, 2396502011, 60641211, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 3384411676, 4269971555, 307005324, 3305946951]"
5317-10-0,São Paulo,"[2557002208, 553765849, 553765856, 553766652, 549504446, 660466907, 4410120488, 2557002312, 553683768, 553678982, 553691469, 5249311867, 5049917149, 1517889216, 539934562, 538133585, 1517708204, 2122614397, 5230378540, 5169445205, 1112162963, 5726751553, 1271279172, 1271279238, 1271279167, 2513875495, 1360432706, 308237328, 308237328, 7843171943, 1117699423, 308237308, 1117699569, 308237458, 1360432310, 1360432233, 307003604, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60685894]"
5317-10-1,São Paulo,"[3345691431, 3345691430, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 307003835, 307003597, 307003859, 3285104095, 3259784521, 1360432233, 1360432243, 308238041, 1117699484, 1117699554, 308237680, 1360432609, 308237328, 1271279140, 1360432691, 1271279167, 1271279257, 309706871, 309706871, 309706875, 2586593290, 2513875564, 1112163572, 8005470022, 5169445205, 534690664, 534753066, 2023120977, 5000965996, 1517889180, 539934562, 548639670, 5049917149, 4402746092, 553691469, 553678982, 553683768, 4274076923, 2557002265, 2557002312, 2557002318, 2557002325, 549504446, 5265238000, 553765856, 553765849, 553765849, 553762717]"
5318-10-0,São Paulo,"[3258056643, 3256049534, 3258059369, 3258056651, 7279584838, 3220553072, 3305962811, 4975357473, 7284742725, 2308809010, 5357032668, 4204951714, 8012225823, 4957268712, 3896017305, 494508660, 491895334, 2308757085, 30191091, 1733690359, 181754384, 25675503, 1370703653, 4411605891, 248231164, 302563881, 5837199392, 2380738892, 302564653, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641252]"
5318-10-1,São Paulo,"[60641085, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 301868095, 302563885, 302564105, 302563660, 177371928, 177371927, 248231047, 248231165, 302731450, 302737530, 302735278, 5514454272, 3312393304, 302735259, 5497169339, 3896017286, 30191091, 491895317, 317497149, 491895334, 2502231808, 2308808141, 2308808208, 8012041268, 4204951714, 4204951754, 2308809010, 2308808977, 2308808975, 3305962811, 2308808882, 3258056651, 2308808653, 3258056643]"
5318-21-0,São Paulo,"[8497995706, 4204951714, 8012225823, 4957268712, 3896017305, 494508660, 491895334, 2308757085, 30191091, 1733690359, 181754384, 25675503, 1370703653, 4411605891, 248231164, 302563881, 5837199392, 2380738892, 302564653, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641252]"
5362-10-0,São Paulo,"[821345249, 821345357, 821345375, 817752944, 817760951, 817760716, 814858767, 814847574, 814844674, 8050223992, 814843378, 3899156190, 5848416045, 813220817, 1015373357, 7292170525, 812656230, 813205454, 813199127, 812656446, 5275489616, 810654434, 5284997127, 549664366, 2288330496, 548739370, 29972823, 538613318, 539927537, 534922407, 534744392, 534465244, 534422082, 534413026, 534004128, 2576498052, 2070874963, 2495530400, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091, 60641252]"
5362-10-1,São Paulo,"[60641252, 2429561621, 60641204, 2499531001, 303868627, 3278570116, 1393378436, 142833320, 1393379207, 2466359869, 4583150341, 304693483, 2552447617, 298290880, 304693625, 299774467, 1379439609, 7301733022, 301868078, 305663917, 302731514, 305664255, 3265696025, 307003835, 307003597, 307003859, 3285104095, 307003609, 1379358597, 307801374, 1360432384, 2495530401, 2070874963, 534003634, 534004128, 534413026, 534422726, 534465244, 534744392, 5013134409, 539927537, 538613318, 29972324, 548739370, 2288328649, 558998020, 6291439779, 810074294, 2288075237, 5278517091, 812656334, 5182180063, 7292170522, 7292170525, 7292170522, 1015373357, 1012766193, 4708762022, 4708749267, 8050218543, 8050223992, 814844674, 814851026, 814858767, 817760716, 817760716, 3861017196, 817752944, 821345481, 821345679, 821345375, 821345357, 821345249]"
5362-21-0,São Paulo,"[1014100283, 813220817, 1015373357, 7292170525, 812656230, 813205454, 813199127, 812656446, 5275489616, 810654434, 5284997127, 549664366, 2288330496, 548739370, 29972823, 538613318, 539927537, 534922407, 534744392, 534465244, 534422082, 534413026, 534004128, 2576498052, 2070874963, 1360432384, 307801374, 307004001, 307003600, 307003593, 2571387801, 307003849, 28628273, 3306189614, 302731514, 3312393277, 305663805, 7301733044, 1277849827, 3359512158, 142842343, 5080376204, 298290880, 298291789, 2583653802, 304465121, 315793952, 6245550737, 389062988, 389062998, 2499531001, 7035978865, 459347433, 176011400, 3278570091]"
